id,airdate,episode_number,image_path,name,season,synopsis
256,2000-12-17,256,/episode/256.webp,Skinner's Sense of Snow,12,"The kids of Springfield Elementary get snowed in the day before Christmas break, and Principal Skinner's skills as a drill sergeant fail when Bart leads a student revolution. Meanwhile, Homer ""borrows"" Flanders' car (and part of his roof) to make a makeshift snowplow to drive through the blizzard and rescue the kids."
257,2001-01-07,257,/episode/257.webp,HOMЯ,12,"After losing the family's life savings in the stock market, Homer gets a job as a test subject for scientific experiments, one of which reveals the true reason behind his stupidity: a crayon that got stuck in his brain when he was a child. When Homer gets the crayon surgically removed, he becomes a more intelligent man — and soon learns that being smart doesn't equal being happy."
258,2001-01-14,258,/episode/258.webp,Pokey Mom,12,"After visiting a prison rodeo, Marge volunteers to teach convicts how to be artists and befriends a prisoner Jack, who has artistic potential, but is a manipulative sociopath. Meanwhile, Homer starts his own chiropractic office by pushing people onto trash cans, only to get hunted down by real chiropractors."
259,2001-02-04,259,/episode/259.webp,Worst Episode Ever,12,"The Comic Book Guy bans Bart and Milhouse from his store after they talk Martin's mom out of selling his rare Star Wars memorabilia, but is forced to take a sabbatical from working at the Android Dungeon after suffering a heart attack during a Tom Savini Q&A session. While Comic Book Guy navigates through the world of human interaction, Bart and Milhouse run The Android Dungeon, where they discover a secret basement of illegal videotapes and charge the kids in town to see them."
260,2001-02-11,260,/episode/260.webp,Tennis the Menace,12,The Simpsons install a tennis court in their backyard after Homer is told that a mausoleum he wants for the still-alive Grampa Simpson would need enough concrete for a tennis court — and it (the tennis court) ends up tearing the family apart when Homer's goofing off becomes gossip fodder for the neighborhood and Marge decides to trade him in for Bart.
261,2001-02-18,261,/episode/261.webp,Day of the Jackanapes,12,"Once again, Krusty cancels his show (this time, because of executive meddling and the growing popularity of big-money game shows) and hosts a farewell special. And once again, Sideshow Bob (after hearing that Krusty erased all the episodes he did where Sideshow Bob was his sidekick rather than Sideshow Mel) returns to kill Bart and Krusty by brainwashing Bart into being a suicide bomber."
262,2001-02-25,262,/episode/262.webp,New Kids on the Blecch,12,"After Bart cheats at the Springfield Marathon, he is recruited by record producer L.T. Smash alongside Milhouse, Nelson, and Ralph Wiggum to form a boy band: The Party Posse. However, when Lisa sees something strange in the band's newest music video, she discovers a shocking military conspiracy."
263,2001-03-04,263,/episode/263.webp,"Hungry, Hungry Homer",12,"Homer, who has been on a Good Samaritan kick lately (helping Lisa get her missing Blocko piece on her Eiffel Tower model, saving Snake from getting beaten by the police, helping Bart get a date for the dance, and helping Marge get highlights in her hair), goes on a hunger strike to protest the Springfield Isotopes being moved."
264,2001-03-11,264,/episode/264.webp,Bye Bye Nerdie,12,"Lisa discovers a biological reason as to why bullies pick on nerds after a new girl inexplicably targets her for beatings. Meanwhile, Homer becomes a babyproofer and puts baby- and child-related health services out of business."
265,2001-04-01,265,/episode/265.webp,Simpson Safari,12,"After Homer's misbehavior at the supermarket causes a bag boy strike, the Simpsons are left without food — until they find a 1960s-era box of animal crackers advertising a contest where the winners get an African safari (which they get when Homer gets hit in the face with the box and the company -- which doesn't even sell animal crackers anymore -- gives them the vacation so Homer won't sue them)."
266,2001-04-29,266,/episode/266.webp,Trilogy of Error,12,"In this spoof of Go and Run, Lola, Run, viewers get to see how Homer's severed thumb, Lisa's race to school with her grammar-correcting robot, and Bart and Milhouse finding a fireworks stash and running afoul of Fat Tony are interconnected."
267,2001-05-06,267,/episode/267.webp,I'm Goin' to Praiseland,12,"Still not over the death of his wife, Maude, Ned Flanders tries to get in good with Rachel Jordan, but when his behavior creeps her out, Flanders enlists the Simpsons' help to get rid of anything that could remind him of Maude. However, Flanders discovers a sketchbook his wife had with plans for a Christian theme park called ""Praiseland"", which Flanders decides to build in her memory."
268,2001-05-13,268,/episode/268.webp,Children of a Lesser Clod,12,"Homer suffers a knee injury during a Springfield YMCA basketball game, and uses his free time to take care of the neighborhood kids after Flanders asks Homer to babysit Rod and Todd. Soon, he turns it into a daycare center and becomes a candidate for the Springfield Nice Guy Awards, while the resentful Bart and Lisa plot to expose Homer for the neglectful, abusive jerk he truly is."
269,2001-05-20,269,/episode/269.webp,Simpsons Tall Tales,12,"The family rides the rails to travel to Delaware. While on the train, a hobo tells them some famous tall tales, casting them and other Simpsons characters into the stories."
270,2001-11-06,270,/episode/270.webp,Treehouse of Horror XII,13,"Opening - Mr. Burns scares the Simpsons on Halloween, thanks to his lucky bat ornament and the ""shocking"" death of his assistant, Waylon Smithers."
271,2001-11-11,271,/episode/271.webp,The Parent Rap,13,"Bart appears in court to pay for an embarrassing joyride in the police chief's patrol car, but just before he is set free, a second, vindictive judge named Constance Harm assumes the case and sentences him to the worst kind of detention imaginable: being tethered to Homer around the clock."
272,2001-11-18,272,/episode/272.webp,Homer the Moe,13,"When Moe visits his old bartending school to rediscover his passion for the business, Homer is charged with keeping tabs on Springfield's premiere watering hole. But when Moe decides to make his tavern over into something more hip and modern, a disgruntled Homer opens his own bar in the Simpson family garage."
273,2001-12-02,273,/episode/273.webp,A Hunka Hunka Burns in Love,13,"Homer's new job as the author of fortune cookies assures Mr. Burns that love is on the horizon. Mr. Burns finds it in a woman named Gloria, whom he loves so much that he wants to marry. But as he proposes to Gloria, her ex shows up - which happens to be Snake, and he has just escaped from the Springfield Penitentiary."
274,2001-12-09,274,/episode/274.webp,The Blunder Years,13,Homer is hypnotized into remembering a traumatic experience that may have something to do with the death of Smithers' father.
275,2001-12-16,275,/episode/275.webp,She of Little Faith,13,"Desperate for money, the First Church of Springfield plans to rent out its wall space to local advertisers. Horrified at the living commercial the church has become, Lisa withdraws herself from the church and converts to Buddhism."
276,2002-01-06,276,/episode/276.webp,Brawl in the Family,13,"When a Monopoly game goes sour, the Simpsons are forced to undergo the supervision of a social services officer to reinforce the ideals of a functional family, but strategies horribly backfire when Homer (and Ned's) Vegas wives return."
277,2002-01-20,277,/episode/277.webp,Sweets and Sour Marge,13,"When Springfield is named the ""World's Fattest Town"", thanks to a diabolical scheme by the Motherloving Sugar Corp., Marge takes it upon herself to rid the entire town of the sweet stuff. But after winning a case against Garth Motherloving, Judge Snyder bans all sugar products."
278,2002-01-27,278,/episode/278.webp,Jaws Wired Shut,13,"Homer breaks his jaw in an accident, requiring it to be wired shut for a month. His resulting inability to speak makes him a better listener, and he becomes closer to family and friends because of it. They all like the new Homer much better, but when the wires come off and Homer retains his new attitude, everyone begins to miss Homer's old antics."
279,2002-02-10,279,/episode/279.webp,Half-Decent Proposal,13,"Marge, with a little help from Patty, Selma, and Jack (Daniels), e-mails Artie Ziff, who offers $1,000,000 for a weekend (""no funny business"") alone with her - money they could use for an operation to make Homer stop snoring."
